,operateur,libelle_categorie_consommation,libelle_grand_secteur,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,libelle_region
2595,RTE,Entreprises,Tertiaire,Transports terrestres et transport par conduites,1027058.707,28,1.0,0,Hauts-de-France
2596,RTE,Entreprises,Tertiaire,Recherche-développement scientifique,89008.319,2,1.0,0,Hauts-de-France
2597,RTE,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",176708.933,1,1.0,0,Grand Est
2598,RTE,Entreprises,Industrie,Industrie du papier et du carton,1570663.716,16,1.0,0,Grand Est
2599,RTE,Entreprises,Industrie,Industrie chimique,1739600.583,16,1.0,0,Grand Est
2600,RTE,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",32879.019,2,1.0,0,Grand Est
2601,RTE,Entreprises,Industrie,0,105729.011,2,1.0,0,Grand Est
2602,RTE,Entreprises,Industrie,Fabrication de produits à base de tabac,40797.874,2,1.0,0,Pays de la Loire
2603,RTE,Entreprises,Industrie,Cokéfaction et raffinage,69003.633,1,1.0,0,Pays de la Loire
2604,RTE,Entreprises,Tertiaire,Transports terrestres et transport par conduites,250966.659,16,1.0,0,Pays de la Loire
2605,RTE,Entreprises,Industrie,Industrie du papier et du carton,114890.979,3,1.0,0,Bretagne
2606,RTE,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",124953.613,4,1.0,0,Nouvelle-Aquitaine
2607,RTE,Entreprises,Industrie,Métallurgie,336720.323,1,1.0,0,Nouvelle-Aquitaine
2608,RTE,Entreprises,Industrie,0,57320.978,1,1.0,0,Nouvelle-Aquitaine
2609,RTE,Entreprises,Industrie,Industrie du papier et du carton,42685.08,3,1.0,0,Occitanie
2610,RTE,Entreprises,Industrie,"Fabrication de produits informatiques, électroniques et optiques",29634.333,1,1.0,0,Occitanie
2611,RTE,Entreprises,Industrie,0,46254.754,2,1.0,0,Occitanie
2612,RTE,Entreprises,Tertiaire,Transports terrestres et transport par conduites,325857.715,83,1.0,0,Occitanie
2613,RTE,Entreprises,Tertiaire,Recherche-développement scientifique,14343.66,3,1.0,0,Occitanie
2614,RTE,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,1603.735,1,1.0,0,Occitanie
2615,RTE,Entreprises,Industrie,Industrie pharmaceutique,108500.218,2,1.0,0,Auvergne-Rhône-Alpes
2616,RTE,Entreprises,Industrie,Métallurgie,4524569.476,28,1.0,0,Auvergne-Rhône-Alpes
2617,RTE,Entreprises,Tertiaire,Recherche-développement scientifique,1105695.785,7,1.0,0,Auvergne-Rhône-Alpes
2618,RTE,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,471736.111,6,1.0,0,Provence-Alpes-Côte d'Azur
2619,SAEML Hunelec,Entreprises,Tertiaire,Restauration,142.869,1,1.0,0,Grand Est
2620,SAEML Hunelec,Entreprises,Secteur Inconnu,0,11933.558,12,0.966,0,Grand Est
2621,SAEML Hunelec,Résidentiel,Résidentiel,0,11656.732,3904,0.411,0,Grand Est
2622,SEM Beauvois Distrelec,Entreprises,Industrie,Industries alimentaires,237.0,1,1.0,0,Hauts-de-France
2623,SEM Beauvois Distrelec,Entreprises,Tertiaire,Autres services personnels,135.0,1,1.0,0,Hauts-de-France
2625,SEM Beauvois Distrelec,Petits professionels,Tertiaire,0,890.0,96,0.67,0,Hauts-de-France
2626,SICAE de l'Aisne,Entreprises,Secteur Inconnu,0,10373.815,60,1.0,0,Hauts-de-France
2627,SICAE de la Somme et du Cambraisis,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",133.0,3,1.0,0,Hauts-de-France
2628,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",4069.0,18,1.0,0,Hauts-de-France
2629,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,607.0,2,1.0,0,Hauts-de-France
2630,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,Recherche-développement scientifique,101.0,1,1.0,0,Hauts-de-France
2631,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,Réparation d'ordinateurs et de biens personnels et domestiques,56.0,1,1.0,0,Hauts-de-France
2632,SICAE de la vallée du Sausseron,Entreprises,Agriculture,0,191.0,6,1.0,0,Île-de-France
2633,SICAE de la vallée du Sausseron,Entreprises,Tertiaire,Enseignement,133.0,1,1.0,0,Île-de-France
2634,SICAE de la vallée du Sausseron,Entreprises,Tertiaire,Action sociale sans hébergement,23.0,1,1.0,0,Île-de-France
2635,SICAE de Precy-Saint-Martin,Entreprises,Industrie,Industries alimentaires,6256.642,4,1.0,0,Grand Est
2636,SICAE de Precy-Saint-Martin,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,64.772,1,1.0,0,Grand Est
2637,SICAE de Precy-Saint-Martin,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",317.885,2,0.956,0,Grand Est
2638,SICAE de Precy-Saint-Martin,Entreprises,Tertiaire,Enseignement,335.282,4,0.971,0,Grand Est
2639,SICAE de Precy-Saint-Martin,Petits professionels,Agriculture,0,1027.54,114,0.349,0,Grand Est
2640,SICAE de Precy-Saint-Martin,Petits professionels,Tertiaire,0,1199.027,153,0.299,0,Grand Est
2641,SICAE de Precy-Saint-Martin,Petits professionels,Secteur Inconnu,0,2357.391,290,0.402,0,Grand Est
2642,SICAE du Carmausin,Entreprises,Secteur Inconnu,0,5784.863,39,0.971,0,Occitanie
2644,SICAE ELY,Petits professionels,Agriculture,0,541.63,27,0.314,0,Île-de-France
2645,SICAE ELY,Petits professionels,Industrie,0,8126.896,94,0.313,0,Île-de-France
2646,SICAE ELY,Petits professionels,Tertiaire,0,20641.6,521,0.129,0,Île-de-France
2647,SICAE ELY,Petits professionels,Secteur Inconnu,0,4705.2,608,0.0365,0,Île-de-France
2648,SICAE ELY,Résidentiel,Résidentiel,0,66684.128,10171,0.0197,0,Île-de-France
2649,SICAE ELY,Entreprises,Secteur Inconnu,0,7717.587,42,0.895,0,Centre-Val de Loire
2650,SICAE ELY,Petits professionels,Agriculture,0,1617.766,65,0.32,0,Centre-Val de Loire
2651,SICAE ELY,Petits professionels,Tertiaire,0,7488.683,248,0.267,0,Centre-Val de Loire
2652,SICAE ELY,Résidentiel,Résidentiel,0,57785.73,8580,0.0233,0,Centre-Val de Loire
2653,SICAE Est,Entreprises,Agriculture,0,5785.042,13,0.953,0,Bourgogne-Franche-Comté
2654,SICAE Est,Entreprises,Industrie,Fabrication de boissons,330.573,1,1.0,0,Bourgogne-Franche-Comté
2655,SICAE Est,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",248.297,2,1.0,0,Bourgogne-Franche-Comté
2656,SICAE Est,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,13.46,1,1.0,0,Bourgogne-Franche-Comté
2657,SICAE Est,Entreprises,Industrie,Métallurgie,17307.809,1,1.0,0,Bourgogne-Franche-Comté
2658,SICAE Est,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",1982.386,5,1.0,0,Bourgogne-Franche-Comté
2659,SICAE Est,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",262.563,1,1.0,0,Bourgogne-Franche-Comté
2660,SICAE Est,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,160.786,3,1.0,0,Bourgogne-Franche-Comté
2661,SICAE Est,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,2079.339,6,0.982,0,Bourgogne-Franche-Comté
2662,SICAE Est,Entreprises,Tertiaire,Autres services personnels,7331.1,2,1.0,0,Bourgogne-Franche-Comté
2663,SICAE Est,Résidentiel,Résidentiel,0,76419.508,14178,0.336,0,Bourgogne-Franche-Comté
2664,SICAE Est,Entreprises,Industrie,Fabrication de meubles,1594.378,10,1.0,0,Grand Est
2665,SICAE Est,Entreprises,Tertiaire,Hébergement,53.399,1,1.0,0,Grand Est
2666,SICAE Est,Entreprises,Secteur Inconnu,0,1417.886,12,0.888,0,Grand Est
2667,SICAE Est,Petits professionels,Agriculture,0,1077.0,48,0.368,0,Grand Est
2668,SICAE Est,Petits professionels,Industrie,0,495.185,33,0.0326,0,Grand Est
2669,SICAE Oise,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,3335.576,4,1.0,0,Hauts-de-France
2670,SICAE Oise,Entreprises,Industrie,Autres industries manufacturières,1645.017,3,1.0,0,Hauts-de-France
2671,SICAE Oise,Entreprises,Industrie,Travaux de construction spécialisés,2285.063,31,1.0,0,Hauts-de-France
2672,SICAE Oise,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",40.803,1,1.0,0,Hauts-de-France
2673,SICAE Oise,Entreprises,Tertiaire,"Autres activités spécialisées, scientifiques et techniques",174.457,3,1.0,0,Hauts-de-France
2674,SICAE Oise,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",685.753,7,1.0,0,Hauts-de-France
2675,SICAE Oise,Entreprises,Tertiaire,Activités des ménages en tant qu'employeurs de personnel domestique,383.04,1,1.0,0,Hauts-de-France
2676,SICAP,Entreprises,Industrie,Métallurgie,4125.0,2,1.0,0,Centre-Val de Loire
2677,SICAP,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",7949.0,11,1.0,0,Centre-Val de Loire
2678,SICAP,Entreprises,Industrie,Industrie automobile,338.0,2,1.0,0,Centre-Val de Loire
2679,SICAP,Entreprises,Industrie,Construction de bâtiments,609.0,10,1.0,0,Centre-Val de Loire
2680,SICAP,Entreprises,Tertiaire,Transports terrestres et transport par conduites,278.0,5,1.0,0,Centre-Val de Loire
2681,SICAP,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,2069.0,5,1.0,0,Centre-Val de Loire
2682,SICAP,Entreprises,Tertiaire,Édition,28.0,1,1.0,0,Centre-Val de Loire
2683,SICAP,Entreprises,Tertiaire,Recherche-développement scientifique,1365.0,3,1.0,0,Centre-Val de Loire
2684,SICAP,Entreprises,Tertiaire,Hébergement médico-social et social,1147.0,5,1.0,0,Centre-Val de Loire
2685,SICAP,Entreprises,Tertiaire,Autres services personnels,89.0,2,1.0,0,Centre-Val de Loire
2686,SOREA,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,12.25,1,0.0,0,Auvergne-Rhône-Alpes
2687,SOREA,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,52.825,1,0.0,0,Auvergne-Rhône-Alpes
2688,SOREA,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",142.948,1,0.0,0,Auvergne-Rhône-Alpes
2689,SRD,Entreprises,Industrie,Fabrication de boissons,208.0,2,1.0,0,Nouvelle-Aquitaine
2690,SRD,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,6609.0,8,1.0,0,Nouvelle-Aquitaine
2691,SRD,Entreprises,Industrie,Métallurgie,3372.0,6,1.0,0,Nouvelle-Aquitaine
2692,SRD,Entreprises,Industrie,Industrie automobile,1037.0,11,0.995,0,Nouvelle-Aquitaine
2693,SRD,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",7146.0,18,1.0,0,Nouvelle-Aquitaine
2694,SRD,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,8361.0,33,0.986,0,Nouvelle-Aquitaine
2695,SRD,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",780.0,2,1.0,0,Nouvelle-Aquitaine
2696,SRD,Entreprises,Tertiaire,Assurance,449.0,5,0.942,0,Nouvelle-Aquitaine
2697,SRD,Entreprises,Tertiaire,Activités immobilières,2183.0,35,0.953,0,Nouvelle-Aquitaine
2698,SRD,Entreprises,Tertiaire,Recherche-développement scientifique,1129.0,6,1.0,0,Nouvelle-Aquitaine
2699,SRD,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,3359.0,3,0.993,0,Nouvelle-Aquitaine
2700,SRD,Résidentiel,Résidentiel,0,787801.0,125485,0.718,0,Nouvelle-Aquitaine
2701,Strasbourg Électricité Réseaux,Entreprises,Agriculture,0,102.0,2,1.0,0,Grand Est
2702,Strasbourg Électricité Réseaux,Entreprises,Industrie,Industrie du cuir et de la chaussure,1412.0,4,1.0,0,Grand Est
2703,Strasbourg Électricité Réseaux,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,112105.0,55,1.0,0,Grand Est
2704,Strasbourg Électricité Réseaux,Entreprises,Industrie,Fabrication de meubles,21830.0,24,1.0,0,Grand Est
2705,Strasbourg Électricité Réseaux,Entreprises,Industrie,Génie civil,4639.0,47,1.0,0,Grand Est
2706,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,27472.0,244,1.0,0,Grand Est
2707,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",200753.0,741,1.0,0,Grand Est
2708,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,22781.0,75,1.0,0,Grand Est
2709,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,Recherche-développement scientifique,20769.0,21,1.0,0,Grand Est
2710,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,Activités vétérinaires,282.0,4,1.0,0,Grand Est
2711,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",376.0,7,1.0,0,Grand Est
2712,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",7071.0,78,1.0,0,Grand Est
2713,Strasbourg Électricité Réseaux,Petits professionels,Agriculture,0,14210.0,1183,0.5,0,Grand Est
2714,Syndicat d'électricité synergie Maurienne,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",1014.0,7,1.0,0,Auvergne-Rhône-Alpes
2715,Syndicat d'électricité synergie Maurienne,Entreprises,Industrie,Génie civil,12718.0,3,1.0,0,Auvergne-Rhône-Alpes
2716,Syndicat d'électricité synergie Maurienne,Entreprises,Tertiaire,Transports terrestres et transport par conduites,1407.0,4,1.0,0,Auvergne-Rhône-Alpes
2718,Syndicat des Energies Electriques de Tarentaise,Entreprises,Industrie,Industries alimentaires,458.0,3,1.0,0,Auvergne-Rhône-Alpes
2719,Syndicat des Energies Electriques de Tarentaise,Entreprises,Industrie,Génie civil,26.0,1,1.0,0,Auvergne-Rhône-Alpes
2720,Syndicat des Energies Electriques de Tarentaise,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,143.0,4,1.0,0,Auvergne-Rhône-Alpes
2721,Syndicat des Energies Electriques de Tarentaise,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,924.0,10,1.0,0,Auvergne-Rhône-Alpes
2722,Syndicat intercommunal d'électricité de Labergement Sainte Marie,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",1049.438,2,0.721,0,Bourgogne-Franche-Comté
2723,Syndicat intercommunal d'électricité de Labergement Sainte Marie,Entreprises,Tertiaire,Restauration,265.347,5,0.686,0,Bourgogne-Franche-Comté
2724,Syndicat intercommunal d'électricité de Labergement Sainte Marie,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,491.536,4,0.931,0,Bourgogne-Franche-Comté
2725,Synelva,Entreprises,Industrie,Industrie du papier et du carton,69.699,1,1.0,0,Centre-Val de Loire
2726,Synelva,Entreprises,Industrie,Métallurgie,23506.4,6,1.0,0,Centre-Val de Loire
2727,Synelva,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",5251.787,19,1.0,0,Centre-Val de Loire
2728,Synelva,Entreprises,Industrie,Fabrication d'équipements électriques,626.85,3,1.0,0,Centre-Val de Loire
2729,Synelva,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,4385.519,9,1.0,0,Centre-Val de Loire
2730,Synelva,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2041.67,7,1.0,0,Centre-Val de Loire
2731,Synelva,Entreprises,Industrie,Travaux de construction spécialisés,1265.672,33,0.836,0,Centre-Val de Loire
2732,Synelva,Entreprises,Industrie,0,513.937,1,1.0,0,Centre-Val de Loire
2733,Synelva,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,3924.607,33,1.0,0,Centre-Val de Loire
2734,Synelva,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",13053.057,48,1.0,0,Centre-Val de Loire
2735,Synelva,Entreprises,Tertiaire,Transports terrestres et transport par conduites,945.928,10,1.0,0,Centre-Val de Loire
2736,Synelva,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,3590.771,16,1.0,0,Centre-Val de Loire
2737,Synelva,Entreprises,Tertiaire,Restauration,4943.277,27,0.841,0,Centre-Val de Loire
2738,Synelva,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",177.244,1,1.0,0,Centre-Val de Loire
2739,Synelva,Entreprises,Tertiaire,Télécommunications,575.421,4,0.971,0,Centre-Val de Loire
2740,Synelva,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",533.464,6,1.0,0,Centre-Val de Loire
2741,Synelva,Entreprises,Tertiaire,Activités auxiliaires de services financiers et d'assurance,368.545,2,1.0,0,Centre-Val de Loire
2742,Synelva,Entreprises,Tertiaire,Activités immobilières,42729.193,37,0.997,0,Centre-Val de Loire
2743,Synelva,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,1217.133,15,0.966,0,Centre-Val de Loire
2744,Synelva,Entreprises,Tertiaire,Enquêtes et sécurité,82.248,1,1.0,0,Centre-Val de Loire
2745,Synelva,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,3495.837,26,0.968,0,Centre-Val de Loire
2746,Synelva,Entreprises,Tertiaire,Enseignement,3755.852,17,1.0,0,Centre-Val de Loire
2747,Synelva,Entreprises,Tertiaire,Action sociale sans hébergement,1617.935,9,1.0,0,Centre-Val de Loire
2748,Synelva,Entreprises,Tertiaire,"Bibliothèques, archives, musées et autres activités culturelles",636.506,3,0.581,0,Centre-Val de Loire
2749,Synelva,Entreprises,Tertiaire,Activités des organisations associatives,59.867,2,1.0,0,Centre-Val de Loire
2750,Synelva,Petits professionels,Secteur Inconnu,0,22829.196,2544,0.319,0,Centre-Val de Loire
2751,Synelva,Résidentiel,Résidentiel,0,314368.133,46616,0.433,0,Centre-Val de Loire
2752,Usines municipales d'Erstein,Entreprises,Industrie,Industrie du papier et du carton,382.239,2,1.0,0,Grand Est
2753,Usines municipales d'Erstein,Entreprises,Industrie,Industrie pharmaceutique,2992.721,2,1.0,0,Grand Est
2754,Usines municipales d'Erstein,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,1364.133,4,1.0,0,Grand Est
2755,Usines municipales d'Erstein,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",1990.512,8,0.964,0,Grand Est
2756,Usines municipales d'Erstein,Entreprises,Industrie,Fabrication d'équipements électriques,246.004,1,1.0,0,Grand Est
2757,Usines municipales d'Erstein,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",1333.146,2,1.0,0,Grand Est
2758,Usines municipales d'Erstein,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",519.317,1,1.0,0,Grand Est
2759,Usines municipales d'Erstein,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",1765.159,7,1.0,0,Grand Est
2760,Usines municipales d'Erstein,Entreprises,Tertiaire,Transports terrestres et transport par conduites,390.387,5,1.0,0,Grand Est
2761,Usines municipales d'Erstein,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",294.265,5,0.861,0,Grand Est
2762,Usines municipales d'Erstein,Entreprises,Tertiaire,Enseignement,955.683,6,1.0,0,Grand Est
2763,Usines municipales d'Erstein,Entreprises,Tertiaire,Action sociale sans hébergement,619.219,3,1.0,0,Grand Est
2764,Usines municipales d'Erstein,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",72.863,2,1.0,0,Grand Est
2765,Usines municipales d'Erstein,Entreprises,Secteur Inconnu,0,26777.124,39,0.999,0,Grand Est
2766,Vialis,Entreprises,Industrie,Fabrication de boissons,2959.203,4,1.0,0,Grand Est
2767,Vialis,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",11591.466,3,0.999,0,Grand Est
2768,Vialis,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",2359.291,8,1.0,0,Grand Est
2769,Vialis,Entreprises,Industrie,"Fabrication de produits informatiques, électroniques et optiques",2887.929,1,1.0,0,Grand Est
2770,Vialis,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,22312.102,4,1.0,0,Grand Est
2771,Vialis,Entreprises,Industrie,Construction de bâtiments,488.195,5,1.0,0,Grand Est
2772,Vialis,Entreprises,Industrie,Travaux de construction spécialisés,526.364,7,0.99,0,Grand Est
2773,Vialis,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,1972.394,20,0.898,0,Grand Est
2774,Vialis,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",8572.613,40,1.0,0,Grand Est
2775,Vialis,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",14635.093,36,0.99,0,Grand Est
2776,Vialis,Entreprises,Tertiaire,Transports terrestres et transport par conduites,706.318,6,0.981,0,Grand Est
2777,Vialis,Entreprises,Tertiaire,Hébergement,4034.877,28,0.994,0,Grand Est
2778,Vialis,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",637.423,1,1.0,0,Grand Est
2779,Vialis,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,998.53,2,1.0,0,Grand Est
2780,Vialis,Entreprises,Tertiaire,Recherche-développement scientifique,303.916,2,1.0,0,Grand Est
2781,Vialis,Entreprises,Tertiaire,Activités de location et location-bail,74.932,2,1.0,0,Grand Est
2782,Vialis,Entreprises,Tertiaire,Activités liées à l'emploi,102.558,2,0.982,0,Grand Est
2783,Vialis,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,8720.322,37,1.0,0,Grand Est
2784,Vialis,Entreprises,Tertiaire,Action sociale sans hébergement,461.005,3,1.0,0,Grand Est
2785,Vialis,Entreprises,Tertiaire,"Bibliothèques, archives, musées et autres activités culturelles",214.108,2,1.0,0,Grand Est
2786,Vialis,Entreprises,Tertiaire,Autres services personnels,3.164,1,1.0,0,Grand Est
2787,Vialis,Entreprises,Secteur Inconnu,0,106599.965,438,0.982,0,Grand Est
2788,Vialis,Petits professionels,Agriculture,0,811.096,68,0.503,0,Grand Est
2789,Vialis,Petits professionels,Industrie,0,2721.542,233,0.323,0,Grand Est
2790,Vialis,Résidentiel,Résidentiel,0,198993.279,47037,0.433,0,Grand Est
2791,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,84.244,1,1.0,0,Auvergne-Rhône-Alpes
2792,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",262.726,4,1.0,0,Auvergne-Rhône-Alpes
2793,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Restauration,1082.242,23,1.0,0,Auvergne-Rhône-Alpes
2794,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,307.922,5,1.0,0,Auvergne-Rhône-Alpes
2795,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Activités de location et location-bail,29.121,1,1.0,0,Auvergne-Rhône-Alpes
2796,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Action sociale sans hébergement,63.98,1,1.0,0,Auvergne-Rhône-Alpes
2797,Régie électrique d'Avrieux,Entreprises,Industrie,Génie civil,43.0,1,1.0,0,Auvergne-Rhône-Alpes
2798,Régie électrique de Sainte-Foy-Tarentaise,Entreprises,Tertiaire,Activités immobilières,4.67,1,0.0,0,Auvergne-Rhône-Alpes
2800,Régie électrique de Sainte-Foy-Tarentaise,Petits professionels,Secteur Inconnu,0,2047.58,197,0.504,0,Auvergne-Rhône-Alpes
2802,Régie électrique municipale de Saint Laurent de Cerdans,Petits professionels,Secteur Inconnu,0,806.426,71,0.0279,0,Occitanie
2803,Régie électrique municipale de Saint Laurent de Cerdans,Résidentiel,Résidentiel,0,2659.194,895,0.0134,0,Occitanie
2804,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,14812.529,2,1.0,0,Grand Est
2805,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,322.047,2,1.0,0,Grand Est
2806,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Hébergement,877.995,8,1.0,0,Grand Est
2807,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,38.457,1,1.0,0,Grand Est
2808,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Activités administratives et autres activités de soutien aux entreprises,180.658,1,1.0,0,Grand Est
2809,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Autres services personnels,142.127,1,1.0,0,Grand Est
2810,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Petits professionels,Tertiaire,0,2254.234,314,0.454,0,Grand Est
2811,Régie Municipale Bazas-Energies,Entreprises,Secteur Inconnu,0,23014.973,55,1.0,0,Nouvelle-Aquitaine
2812,Régie municipale d'électricité d'Arignac,Entreprises,Tertiaire,Télécommunications,150.0,1,1.0,0,Occitanie
2813,Régie municipale d'électricité de Clouange,Entreprises,Industrie,Industries alimentaires,501.185,2,0.921,0,Grand Est
2814,Régie municipale d'électricité de Clouange,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,105.334,2,0.925,0,Grand Est
2816,Régie municipale d'électricité de l'Hospitalet Près L'Andorre,Petits professionels,Tertiaire,0,466.0,50,1.0,0,Occitanie
2817,Régie municipale d'électricité de La Bresse,Entreprises,Industrie,Fabrication de meubles,103.609,1,1.0,0,Grand Est
2818,Régie municipale d'électricité de La Bresse,Entreprises,Industrie,Construction de bâtiments,672.668,2,1.0,0,Grand Est
2819,Régie municipale d'électricité de La Bresse,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",1039.267,5,1.0,0,Grand Est
2820,Régie municipale d'électricité de La Bresse,Entreprises,Tertiaire,Transports terrestres et transport par conduites,2809.576,9,0.971,0,Grand Est
2821,Régie municipale d'électricité de La Bresse,Entreprises,Tertiaire,Hébergement,2314.107,14,0.945,0,Grand Est
2822,Régie municipale d'électricité de La Bresse,Entreprises,Tertiaire,Hébergement médico-social et social,349.318,2,1.0,0,Grand Est
